Experiment,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
p1k_00174,ica__met_glc__2,ICA,ica,met_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),,0.74,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993793,SRR8173240,s3://precise-db/raw_data/ica/ICA_HRS_MethionineGlucoseSupplementationrep2_S39_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_MethionineGlucoseSupplementationrep2_S39_L002_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:met_glc,True,True
p1k_00175,ica__no3_anaero__1,ICA,ica,no3_anaero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,,0.35,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993794,SRR8173241,s3://precise-db/raw_data/ica/ICA_HRS_Nitrateanaerobicrep1_S5_L007_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_Nitrateanaerobicrep1_S5_L007_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:no3_anaero,True,True
p1k_00176,ica__no3_anaero__2,ICA,ica,no3_anaero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,,0.35,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993795,SRR8173242,s3://precise-db/raw_data/ica/ICA_HRS_Nitrateanaerobicrep2_S3_L007_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_Nitrateanaerobicrep2_S3_L007_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:no3_anaero,True,True
p1k_00177,ica__phe_acgam__1,ICA,ica,phe_acgam,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),,0.63,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993796,SRR8173243,s3://precise-db/raw_data/ica/ICA_HRS_PhenylalanineN_acetylglucosamineSupplementationrep1_S42_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_PhenylalanineN_acetylglucosamineSupplementationrep1_S42_L002_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:phe_acgam,True,True
p1k_00178,ica__phe_acgam__2,ICA,ica,phe_acgam,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),,0.63,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993797,SRR8173244,s3://precise-db/raw_data/ica/ICA_HRS_PhenylalanineN_acetylglucosamineSupplementationrep2_S43_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_PhenylalanineN_acetylglucosamineSupplementationrep2_S43_L002_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:phe_acgam,True,True
p1k_00179,ica__thm_gal__1,ICA,ica,thm_gal,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),,0.34,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993798,SRR8173245,s3://precise-db/raw_data/ica/ICA_HRS_ThiamineGalactoseSupplementationrep1_S40_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_ThiamineGalactoseSupplementationrep1_S40_L002_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:thm_gal,True,True
p1k_00180,ica__thm_gal__2,ICA,ica,thm_gal,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),,0.34,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993799,SRR8173246,s3://precise-db/raw_data/ica/ICA_HRS_ThiamineGalactoseSupplementationrep2_S41_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_ThiamineGalactoseSupplementationrep2_S41_L002_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:thm_gal,True,True
p1k_00181,ica__tyr_glcn__1,ICA,ica,tyr_glcn,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),,0.57,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993800,SRR8173247,s3://precise-db/raw_data/ica/ICA_HRS_TyrosineD_gluconateSupplementationrep1_S44_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_TyrosineD_gluconateSupplementationrep1_S44_L002_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:tyr_glcn,True,True
p1k_00182,ica__tyr_glcn__2,ICA,ica,tyr_glcn,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),,0.57,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993801,SRR8173248,s3://precise-db/raw_data/ica/ICA_HRS_TyrosineD_gluconateSupplementationrep2_S45_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_TyrosineD_gluconateSupplementationrep2_S45_L002_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:tyr_glcn,True,True
p1k_00183,ica__ura_pyr__1,ICA,ica,ura_pyr,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),,0.27,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993802,SRR8173249,s3://precise-db/raw_data/ica/ICA_HRS_UracilwithSodiumPyruvaterep1_S7_L007_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_UracilwithSodiumPyruvaterep1_S7_L007_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:ura_pyr,True,True
p1k_00184,ica__ura_pyr__2,ICA,ica,ura_pyr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),,0.27,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993803,SRR8173250,s3://precise-db/raw_data/ica/ICA_HRS_UracilwithSodiumPyruvaterep2_S2_L007_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_UracilwithSodiumPyruvaterep2_S2_L007_R2_001.fastq,Anand Sastry,Ying Hefner,True,True,True,True,ica:ura_pyr,True,True
p1k_00185,ica__wt_glc__5,ICA,ica,wt_glc,5,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.63,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX5975758,SRR9204648,s3://precise-db/raw_data/ica/PAL001_S28_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica/PAL001_S28_L002_R2_001.fastq.gz,Anand Sastry,Ying Hefner,True,True,True,True,ica:wt_glc,True,True
p1k_00186,ica__wt_glc__6,ICA,ica,wt_glc,6,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.63,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX5975759,SRR9204649,s3://precise-db/raw_data/ica/PAL002_S29_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica/PAL002_S29_L002_R2_001.fastq.gz,Anand Sastry,Ying Hefner,True,True,True,True,ica:wt_glc,True,True
p1k_00189,ica__ade_glc__1,ICA,ica,ade_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),,0.78,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX5975762,SRR9204652,s3://precise-db/raw_data/ica/PAL010_S37_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica/PAL010_S37_L002_R2_001.fastq.gz,Anand Sastry,Sibei (Julia) Xu,True,True,True,True,ica:ade_glc,True,True
p1k_00190,ica__ade_glc__2,ICA,ica,ade_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),,0.78,,,p1k_00161;p1k_00162;p1k_00163;p1k_00164,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX5975763,SRR9204653,s3://precise-db/raw_data/ica/PAL011_S38_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica/PAL011_S38_L002_R2_001.fastq.gz,Anand Sastry,Sibei (Julia) Xu,True,True,True,True,ica:ade_glc,True,True
p1k_00191,ytf__wt_glc__1,yTF,ytf,wt_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.69,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741941,SRR6781997,s3://precise-db/raw_data/ytf/SRR6781997_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6781997_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:wt_glc,True,True
p1k_00192,ytf__wt_glc__2,yTF,ytf,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.68,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741942,SRR6781998,s3://precise-db/raw_data/ytf/SRR6781998_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6781998_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:wt_glc,True,True
p1k_00193,ytf__delyafC__1,yTF,ytf,delyafC,1,Escherichia coli K-12 MG1655 del_yafC,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741943,SRR6781999,s3://precise-db/raw_data/ytf/SRR6781999_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6781999_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyafC,True,True
p1k_00194,ytf__delyafC__2,yTF,ytf,delyafC,2,Escherichia coli K-12 MG1655 del_yafC,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741944,SRR6782000,s3://precise-db/raw_data/ytf/SRR6782000_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6782000_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyafC,True,True
p1k_00195,ytf__delyeiE__1,yTF,ytf,delyeiE,1,Escherichia coli K-12 MG1655 del_yeiE,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.68,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741945,SRR6782001,s3://precise-db/raw_data/ytf/SRR6782001_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6782001_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyeiE,True,True
p1k_00196,ytf__delyeiE__2,yTF,ytf,delyeiE,2,Escherichia coli K-12 MG1655 del_yeiE,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.67,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741946,SRR6782002,s3://precise-db/raw_data/ytf/SRR6782002_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6782002_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyeiE,True,True
p1k_00197,ytf__delyiaJ__1,yTF,ytf,delyiaJ,1,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741947,SRR6782003,s3://precise-db/raw_data/ytf/SRR6782003_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6782003_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyiaJ,True,True
p1k_00198,ytf__delyiaJ__2,yTF,ytf,delyiaJ,2,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741948,SRR6782004,s3://precise-db/raw_data/ytf/SRR6782004_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6782004_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyiaJ,True,True
p1k_00199,ytf__delyieP__1,yTF,ytf,delyieP,1,Escherichia coli K-12 MG1655 del_yieP,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.67,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741949,SRR6782005,s3://precise-db/raw_data/ytf/SRR6782005_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6782005_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyieP,True,True
p1k_00200,ytf__delyieP__2,yTF,ytf,delyieP,2,Escherichia coli K-12 MG1655 del_yieP,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3741950,SRR6782006,s3://precise-db/raw_data/ytf/SRR6782006_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR6782006_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyieP,True,True
p1k_00201,ytf__wt_ph5__1,yTF,ytf,wt_ph5,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.49,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989000,SRR7057985,s3://precise-db/raw_data/ytf/SRR7057985_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057985_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:wt_ph5,True,True
p1k_00202,ytf__wt_ph5__2,yTF,ytf,wt_ph5,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.48,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989001,SRR7057986,s3://precise-db/raw_data/ytf/SRR7057986_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057986_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:wt_ph5,True,True
p1k_00203,ytf__wt_ph8__1,yTF,ytf,wt_ph8,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,8.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.65,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989002,SRR7057987,s3://precise-db/raw_data/ytf/SRR7057987_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057987_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:wt_ph8,True,True
p1k_00204,ytf__wt_ph8__2,yTF,ytf,wt_ph8,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,8.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.65,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989003,SRR7057988,s3://precise-db/raw_data/ytf/SRR7057988_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057988_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:wt_ph8,True,True
p1k_00205,ytf__delybaO__1,yTF,ytf,delybaO,1,Escherichia coli K-12 MG1655 del_ybaO,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.62,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989004,SRR7057989,s3://precise-db/raw_data/ytf/SRR7057989_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057989_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delybaO,True,True
p1k_00206,ytf__delybaO__2,yTF,ytf,delybaO,2,Escherichia coli K-12 MG1655 del_ybaO,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.62,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989005,SRR7057990,s3://precise-db/raw_data/ytf/SRR7057990_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057990_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delybaO,True,True
p1k_00207,ytf__delybaQ__1,yTF,ytf,delybaQ,1,Escherichia coli K-12 MG1655 del_ybaQ,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.65,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989006,SRR7057991,s3://precise-db/raw_data/ytf/SRR7057991_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057991_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delybaQ,True,True
p1k_00208,ytf__delybaQ__2,yTF,ytf,delybaQ,2,Escherichia coli K-12 MG1655 del_ybaQ,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989007,SRR7057992,s3://precise-db/raw_data/ytf/SRR7057992_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057992_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delybaQ,True,True
p1k_00209,ytf__delybiH__1,yTF,ytf,delybiH,1,Escherichia coli K-12 MG1655 del_ybiH,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989008,SRR7057993,s3://precise-db/raw_data/ytf/SRR7057993_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057993_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delybiH,True,True
p1k_00210,ytf__delybiH__2,yTF,ytf,delybiH,2,Escherichia coli K-12 MG1655 del_ybiH,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.67,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989009,SRR7057994,s3://precise-db/raw_data/ytf/SRR7057994_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057994_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delybiH,True,True
p1k_00211,ytf__delydcI_ph5__1,yTF,ytf,delydcI_ph5,1,Escherichia coli K-12 MG1655 del_ydcI,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.38,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989010,SRR7057995,s3://precise-db/raw_data/ytf/SRR7057995_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057995_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delydcI_ph5,True,True
p1k_00212,ytf__delydcI_ph5__2,yTF,ytf,delydcI_ph5,2,Escherichia coli K-12 MG1655 del_ydcI,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.39,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989011,SRR7057996,s3://precise-db/raw_data/ytf/SRR7057996_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057996_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delydcI_ph5,True,True
p1k_00213,ytf__delydcI_ph8__1,yTF,ytf,delydcI_ph8,1,Escherichia coli K-12 MG1655 del_ydcI,MG1655,Batch,No,M9,37,8.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.52,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989012,SRR7057997,s3://precise-db/raw_data/ytf/SRR7057997_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057997_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delydcI_ph8,True,True
p1k_00214,ytf__delydcI_ph8__2,yTF,ytf,delydcI_ph8,2,Escherichia coli K-12 MG1655 del_ydcI,MG1655,Batch,No,M9,37,8.5,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.52,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989013,SRR7057998,s3://precise-db/raw_data/ytf/SRR7057998_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057998_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delydcI_ph8,True,True
p1k_00215,ytf__delyddM__1,yTF,ytf,delyddM,1,Escherichia coli K-12 MG1655 del_yddM,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.65,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989014,SRR7057999,s3://precise-db/raw_data/ytf/SRR7057999_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7057999_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyddM,True,True
p1k_00216,ytf__delyddM__2,yTF,ytf,delyddM,2,Escherichia coli K-12 MG1655 del_yddM,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.65,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989015,SRR7058000,s3://precise-db/raw_data/ytf/SRR7058000_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7058000_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyddM,True,True
p1k_00217,ytf__delyheO__1,yTF,ytf,delyheO,1,Escherichia coli K-12 MG1655 del_yheO,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.66,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989016,SRR7058001,s3://precise-db/raw_data/ytf/SRR7058001_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7058001_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyheO,True,True
p1k_00218,ytf__delyheO__2,yTF,ytf,delyheO,2,Escherichia coli K-12 MG1655 del_yheO,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,0.65,,,p1k_00191;p1k_00192,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky752,GSE111094,SRX3989017,SRR7058002,s3://precise-db/raw_data/ytf/SRR7058002_1.fastq.gz,s3://precise-db/raw_data/ytf/SRR7058002_2.fastq.gz,Ye Gao,Ye Gao,True,True,True,True,ytf:delyheO,True,True
